PrimaryDI|publicDeviceRecordKey|publicVersionStatus|deviceRecordStatus|publicVersionNumber|publicVersionDate|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|dunsNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
B3805FIRR080D0|86ad292f-5619-4835-9656-f6640a63682b|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|5FIRR080D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3805FIRR040P0|05c16bea-6bce-4ee0-9d6f-2a6013d865ed|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|5FIRR040P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCESB300|77110a15-a9a1-421b-b9e4-0785ffdbd4b6|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|12FCESB30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCESB150|806010ca-9eab-45b4-a4c2-08af79acc8e8|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|12FCESB15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCES300|3aee5f56-df69-4ff6-b5ff-2492a1ddafb4|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|12FCES30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCES150|087ae437-e03e-4407-957e-f09ccdb68b07|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|12FCES15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCBS4004010|05b4b2e6-7147-42d5-89d9-9cd1715d1761|Update|Published|3|2018-07-06|2016-09-15||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|12FCBS400-40-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCBS1001020|1501e2d4-5ac0-4206-9f27-721b8d1241b6|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|12FCBS100-10-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCBS1001010|644a540f-ac63-4c8e-8a2c-0584cdb5d543|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|12FCBS100-10-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCESB300|9ff52f19-3f9c-44da-a47f-67c7cedcdbb0|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|11FCESB30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCESB150|3b3de2a8-a769-4b4a-bc11-8b69aef00f76|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|11FCESB15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCES300|801a3242-84f1-4170-9a97-e9b1667c1db0|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|11FCES30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCES150|10bdc172-0e73-4945-a0f1-9b58861bb231|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|11FCES15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCBS4004020|6842be22-7ae9-444b-b8b1-7e19a6a88a2d|Update|Published|3|2018-07-06|2016-09-15||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|11FCBS400-40-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCBS4004010|216310ce-9d1e-4dc3-8e3e-39f2c761ad2c|Update|Published|3|2018-07-06|2016-09-15||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|11FCBS400-40-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B323SA00900|51337b0d-ced1-4df5-8774-1e490f9b6027|Update|Published|7|2022-06-10|2017-02-12||In Commercial Distribution|Sniper|SA-0090|SA-0090|079084339|Embolx, Inc.|1|Infusion catheter with balloon occlusion||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
00847536005853|1aaa69d0-069e-40ac-a35c-28e54a5f6639|Update|Published|4|2019-03-21|2016-04-05||In Commercial Distribution|HyperFormTM|104-4770||826110710|Micro Therapeutics, Inc.|1|104-4770 HYPERFORM 7X7MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005822|266cf135-f57d-4fab-9049-f906fcec93c1|Update|Published|5|2020-08-06|2016-04-05|2018-01-18|Not in Commercial Distribution|HyperFormTM|104-4770||826110710|Micro Therapeutics, Inc.|1|104-4770 HYPERFORM 7X7MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005792|8c1a9613-abdd-451f-a992-b3e114d19dd1|Update|Published|5|2019-03-21|2016-08-14||In Commercial Distribution|HyperFormTM|104-4715||826110710|Micro Therapeutics, Inc.|1|104-4715 HYPERFORM 7X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005761|2ab13e6c-447e-47ff-b7c3-64e283604333|Update|Published|2|2019-03-21|2018-12-21||In Commercial Distribution|HyperFormTM|104-4715||826110710|Micro Therapeutics, Inc.|1|104-4715 HYPERFORM 7X15MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005730|eaab30c6-98b0-4490-a7d8-c54e38e93f9b|Update|Published|5|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4530||826110710|Micro Therapeutics, Inc.|1|104-4530 HYPERGLIDE 5X30MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005709|5df035bf-6202-4c5b-b177-eb94b232a378|Update|Published|4|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4530||826110710|Micro Therapeutics, Inc.|1|104-4530 HYPERGLIDE 5X30MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005679|791d6864-aff4-4df2-86d9-0298e4712706|Update|Published|5|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4520||826110710|Micro Therapeutics, Inc.|1|104-4520 HYPERGLIDE 5X20MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005648|40db2239-8f46-4f44-8eb2-833f03193cab|Update|Published|4|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4520||826110710|Micro Therapeutics, Inc.|1|104-4520 HYPERGLIDE 5X20MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005617|f0fc3fad-2e49-416c-9e75-8178972843e0|Update|Published|5|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4515||826110710|Micro Therapeutics, Inc.|1|104-4515 HYPERGLIDE 5X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005587|dd3bd728-8526-4b2c-93d3-a63c389e466b|Update|Published|4|2019-03-21|2016-04-03||In Commercial Distribution|HyperGlideTM|104-4515||826110710|Micro Therapeutics, Inc.|1|104-4515 HYPERGLIDE 5X15MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005549|45946558-1b07-47d9-b595-504c474e8e51|Update|Published|5|2019-03-21|2016-04-05||In Commercial Distribution|HyperFormTM|104-4470||826110710|Micro Therapeutics, Inc.|1|104-4470 HYPERFORM 4X7MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005501|f09a5085-0718-4c08-bf6a-be30abec6615|Update|Published|4|2019-03-21|2016-04-03||In Commercial Distribution|HyperFormTM|104-4470||826110710|Micro Therapeutics, Inc.|1|104-4470 HYPERFORM 4X7MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005471|f2f869f3-5019-4d51-a11f-06aa6e8a1503|Update|Published|5|2019-03-21|2016-08-19||In Commercial Distribution|HyperFormTM|104-4420||826110710|Micro Therapeutics, Inc.|1|104-4420 HYPERFORM 4X20MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005419|4846d2de-540f-41ad-b326-5c6e78c7d965|Update|Published|5|2019-03-21|2016-08-19||In Commercial Distribution|HyperFormTM|104-4415||826110710|Micro Therapeutics, Inc.|1|104-4415 HYPERFORM 4X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005358|70b40bdd-0b91-4b33-80cf-3ae7fa9ffa19|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperFormTM|104-4370||826110710|Micro Therapeutics, Inc.|1|104-4370 HYPERFORM 3X7MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005327|c3770f7a-4809-456e-a959-a516d0c7d468|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperFormTM|104-4370||826110710|Micro Therapeutics, Inc.|1|104-4370 HYPERFORM 3X7MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005297|7319d01c-99b1-4d2e-b266-d8cb5c4a7e38|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4315||826110710|Micro Therapeutics, Inc.|1|104-4315 HYPERGLIDE 3X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005266|ba5e73f4-e094-4a82-968d-6e8d3f3e760a|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4315||826110710|Micro Therapeutics, Inc.|1|104-4315 HYPERGLIDE 3X15MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005235|c7727c2e-f28d-4501-a03c-7a281ca587c7|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4310||826110710|Micro Therapeutics, Inc.|1|104-4310 HYPERGLIDE 3X10MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005204|4e08b3d0-b5ea-4f08-bdbd-f131aa7c2727|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4310||826110710|Micro Therapeutics, Inc.|1|104-4310 HYPERGLIDE 3X10MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005174|e75ab0c3-2857-4a63-91da-5743ab50628b|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperFormTM|104-4153||826110710|Micro Therapeutics, Inc.|1|104-4153 HYPERFORM 3X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005143|af4cbcfd-9435-4899-bc22-67a87a755e5c|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperFormTM|104-4153||826110710|Micro Therapeutics, Inc.|1|104-4153 HYPERFORM 3X15MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005105|41857064-2e07-4e82-8e6c-0cff3ef334c6|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4132||826110710|Micro Therapeutics, Inc.|1|104-4132 HYPERGLIDE 4X30MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005075|b46017b0-1e40-4e66-8d9e-47bf766fbfa3|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4132||826110710|Micro Therapeutics, Inc.|1|104-4132 HYPERGLIDE 4X30MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536005020|7e593a61-6ae5-443b-b72e-6e79574a7788|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4127||826110710|Micro Therapeutics, Inc.|1|104-4127 HYPERGLIDE 4X20MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536004986|7a3a8f20-7da6-4648-8316-82277f40e0fb|Update|Published|4|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4127||826110710|Micro Therapeutics, Inc.|1|104-4127 HYPERGLIDE 4X20MM BALLOON SYS||||||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536004948|26e2edec-6bd1-44b7-a041-509d8f0bac2d|Update|Published|5|2019-03-21|2016-08-04||In Commercial Distribution|HyperGlideTM|104-4113||826110710|Micro Therapeutics, Inc.|1|104-4113 HYPERGLIDE 4X10MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
00847536004863|3dba0c88-b245-49e4-8a0a-fcfc472025e8|Update|Published|5|2019-03-21|2016-07-16||In Commercial Distribution|HyperGlideTM|104-4112||826110710|Micro Therapeutics, Inc.|1|104-4112 HYPERGLIDE 4X15MM BALLOON SYS||||true||true|true|||||||Labeling does not contain MRI Safety Information|true||true|true
04046964512155|c904896e-cdcb-48ef-933e-2ba9f69d4bf3|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613749|613749|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX403 PTSX BALLOON 40MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512131|527e5d54-00ee-49c8-9544-5a1f7b94756f|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613747|613747|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX355 PTSX BALLOON 35MM X 5CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512094|7fa10010-8ff0-458d-957d-78bc917c4148|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613743|613743|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX304 PTSX BALLOON 30MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512056|baee9256-ba8d-4f60-b010-3e0f58d4c74f|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613739|613739|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX204 PTSX BALLOON 20MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964511967|031de90b-f658-4a8b-969a-ece8667cb8a9|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613730|613730|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX101 PTSX BALLOON 10MM X 1 CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677405|63085632-c294-4605-acc6-13bbd2b2ef73|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613725|613725|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX409 PTS-X BALLOON 40MM X 5CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677382|b41af24d-4c1f-4928-9b2b-3d786e7f5df5|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613724|613724|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX407 PTS-X BALLOON 40MM X 3CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677368|2b0594b6-22a5-4519-8773-07f5f8961f18|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613723|613723|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX360 PTS-X BALLOON 35MM X 6CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677344|b2213ebf-2895-4fe1-b164-e233e1366636|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613722|613722|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX358 PTS-X BALLOON 35MM X 4CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677320|ce3ceb31-3e5e-4f1d-94bb-258348d9002a|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613721|613721|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX308 PTS-X BALLOON 30MM X 5CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677306|e2be6bd9-8d34-4b1c-a508-3ac5310a2aa4|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613720|613720|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX307 PTS-X BALLOON 30MM X 4CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677283|a99493cc-4fa3-42ae-a10b-fb7e215afa03|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613719|613719|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX306 PTS-X BALLOON 30MM X 3CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677269|48b27fd1-94a5-4ac9-aa81-968a78d7ee8a|Update|Published|2|2022-11-02|2021-02-19||In Commercial Distribution|PTS-X™|613718|613718|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX255 PTS-X BALLOON 25MM X 3CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677245|431eaf5d-97c1-4d3a-9bf7-bf83757cef65|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613717|613717|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX206 PTS-X BALLOON 20MM X 4CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046955677221|fe7ede07-9350-4b12-99ca-c4b965e484a9|Update|Published|2|2022-11-02|2021-02-13||In Commercial Distribution|PTS-X™|613716|613716|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX205 PTS-X BALLOON 20MM X 3CM X 110CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
16286780610023|4d2e4516-796e-435e-9a7f-10a53ece5bfa|New|Published|1|2022-02-17|2022-02-09||In Commercial Distribution|Syringe, 10 mL|E01P3|E01P3|242512799|Front Line Medical Technologies Inc.|1|The Syringe, 10 mL is a component of the COBRA-OS™ Kit and is used to inflate the COBRA-OS™ balloon.The COBRA-OS™ is intended for temporary occlusion of large vessels including patients requiring emergency control of hemorrhage.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
16286780610016|93df300d-d9b6-4683-a885-cf998209d1ab|New|Published|1|2022-02-17|2022-02-09||In Commercial Distribution|COBRA-OS™|F01P1|F01P1|242512799|Front Line Medical Technologies Inc.|1|The COBRA-OS™ is intended for temporary occlusion of large vessels including patients requiring emergency control of hemorrhage.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
16286780610009|aac28ef7-1225-4e6e-8319-d416d1a8dea5|Update|Published|2|2022-02-10|2022-01-28||In Commercial Distribution|COBRA-OS™|F01K1|F01K1|242512799|Front Line Medical Technologies Inc.|1|The COBRA-OS™ is intended for temporary occlusion of large vessels including patients requiring emergency control of hemorrhage.||||true||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
04046964512186|5b7128f6-ee00-4570-81e7-d6fce73639e8|Update|Published|5|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613752|613752|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX406 PTSX BALLOON 40MM X 6CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512179|a5f502e0-a8f3-4a96-8070-df1244566275|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613751|613751|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX405 PTSX BALLOON 40MM X 5CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512162|f696ab85-3607-4145-9ecd-028b8af4c972|Update|Published|5|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613750|613750|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX404 PTSX BALLOON 40MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512148|aeaed6a9-f6f4-4572-a980-445c2de362e6|Update|Published|3|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613748|613748|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX356 PTSX BALLOON 35MM X 6CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512124|8992f0f0-1e84-4bd9-9fee-539c5939fa0d|Update|Published|3|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613746|613746|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX354 PTSX BALLOON 35MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512117|13c9dd45-6fd9-493e-92a8-b480e2ebec07|Update|Published|4|2022-11-02|2016-08-09|2021-08-04|Not in Commercial Distribution|PTS-X™|613745|613745|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX353 PTSX BALLOON 35MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512100|2a9566e9-e5d0-4546-93ed-c45768ab6a3e|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613744|613744|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX305 PTSX BALLOON 30MM X 5CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512087|da81c42d-99f1-400b-a99c-06a4df98586b|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613742|613742|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX303 PTSX BALLOON 30MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512070|4f014a35-5ab3-4085-84eb-2ec0124eabd0|Update|Published|5|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613741|613741|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX254 PTSX BALLOON 25MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512063|2d0e9e52-7244-457a-a9d0-fd93bd0a9711|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613740|613740|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX253 PTSX BALLOON 25MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512049|a39a814e-253d-4fef-9154-bc3f649a3492|Update|Published|4|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613738|613738|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX203 PTSX BALLOON 20MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512032|aa155799-48dd-4acc-8791-f2a7001abbe8|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613737|613737|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX154 PTSX BALLOON 15MM X 4CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512025|d11dc661-559b-44a4-b072-b1d385c6edc9|Update|Published|3|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613736|613736|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX153 PTSX BALLOON 15MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512018|bfda8a15-d311-4678-a615-504b72329b43|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613735|613735|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX152 PTSX BALLOON 15MM X 2CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964512001|01be1242-4f9a-447f-830f-9b72c7d69709|Update|Published|4|2022-11-02|2016-08-09|2021-08-04|Not in Commercial Distribution|PTS-X™|613734|613734|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX123 PTSX BALLOON 12MM X 3CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964511998|5daf6e91-2f97-458f-abe4-2a348996e9ef|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613733|613733|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX122 PTSX BALLOON 12MM X 2CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964511981|da669ecc-ea08-4356-8e7f-4fdae2664fb7|Update|Published|3|2022-11-02|2016-08-09||In Commercial Distribution|PTS-X™|613732|613732|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX103 PTSX BALLOON 10MM X 3 CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
04046964511974|2a826a3e-0184-440f-b586-f5e163989323|Update|Published|4|2022-11-02|2016-08-09|2021-03-11|Not in Commercial Distribution|PTS-X™|613731|613731|784259751|B BRAUN INTERVENTIONAL SYSTEMS, INC|1|PTSX102 PTSX BALLOON 10MM X 2 CM X 80CM||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
